name,calories,sugar,added_sugar,fat,fiber,protein,sodium,cholesterol,saturated_fat,carbohydrates,vitamin_c,calcium,potassium,magnesium,iron,omega3,monounsaturated_fat,zinc,phosphorus,vitamin_a,vitamin_b6,vitamin_b12,vitamin_e,vitamin_k,choline,niacin,health_label
"Carrots, sliced, raw",53.35,2.14,0,0.43,2.83,0.98,47.87,0,0.05,11.39,53.42,37.83,291.72,27.87,0.94,0.08,0.02,0.15,22.62,0.1065,0.213,0,0.378,0.0555,10.42,1.361,Healthy
"Pretzels filled, crunchy, seasoned",560.14,0.47,0.14,31.94,3.9,5.68,644.78,7.68,10.24,62.49,9.64,21.62,507.9,17.33,1.72,3.99,10.75,1.26,65.94,0.002,0.1298,0,1.721,0.009,29.64,1.017,Unhealthy
"Mozzarella sticks, deluxe, grilled with sauce",292.29,6.77,5.35,15.93,1.23,11.22,732.47,60.89,6.28,26.01,4.29,148.02,286.19,22.34,2.21,1.5,4.45,1.01,109.71,0.0199,0.0877,0.001547,1.401,0.0057,29.83,3.669,Unhealthy
"Passion fruit, peeled, canned in juice",73.73,12.67,0,0.65,3.25,1.05,0.65,0,0.08,15.92,86.29,14.97,215.32,10.36,0.47,0.02,0.04,0.08,20.73,0.0118,0.0789,0,0.75,0.0092,11.41,0.299,Healthy
"Mango, sliced, fresh",92.13,11.81,0,0.41,4.02,0.85,2.79,0,0.03,21.26,31.21,8.22,319.17,19.92,0.31,0.02,0.02,0.28,24.07,0.01,0.0924,0,1.23,0.007,4.27,0.132,Healthy
"Turnover cherry, topped, plain sweetened",390.8,30.57,27.49,16.88,1.64,4.47,236.9,56.56,4.66,55.25,0.01,61.3,100.09,21.24,1.82,1.55,4.23,0.78,65.42,0.0284,0.0944,5.00E-05,2.138,0.0115,14.13,0.646,Unhealthy
"Sports drink powder, concentrated, fortified",167.7,31.59,31.31,0.5,0,0.07,28.57,0,0.06,40.73,1.65,14.57,35.39,6.68,0.26,0.03,0.1,0,7.08,0.0009,0.0196,0,0.072,0.0008,0.5,0.248,Unhealthy
"Tempura vegetable, regular, fried salted",337.11,2.32,0.36,16.27,2.77,14.26,443.32,35.4,4.07,33.41,4.71,16.26,440.61,29.18,1.06,1.05,5.14,0.71,59.42,0.0075,0.2955,0.000895,1.616,0.019,24.77,3.507,Unhealthy
"Anchovies, canned in oil drained, broiled",181.4,0.05,0,9.12,0,23.95,111.06,79.96,1.51,0.88,0.91,14.43,382.02,30.79,1.33,2.76,2.28,1.08,309.33,0.0449,0.2921,0.003678,1.014,0.001,69.81,8.312,Healthy
"Milk fat free, cultured, reduced fat",60.79,3.88,0.04,0.51,0,7.9,104.3,10.39,0.3,6.15,1.66,123.23,124.11,13.23,0.04,0.02,0.11,0.96,174.71,0.07,0.0298,0.000842,0.033,0.0002,17.16,0.15,Healthy
"Papaya, segments, dehydrated",60.86,7.71,0,0.74,3.13,1.14,1.24,0,0.09,12.41,18.03,31.36,87.43,13.79,0.31,0.08,0.04,0.05,20.62,0.0456,0.1291,0,0.65,0.0081,11.68,0.431,Healthy
"Chips corn, crunchy, heavily salted",532.8,3.11,1.44,32.36,3.13,5.25,528.75,0.73,6.59,55.14,9.51,28.49,243.03,21.15,1.24,1.76,11.52,0.6,106.67,0.0099,0.2594,0,3.315,0.0068,29.94,3.432,Unhealthy
"Parsnip, whole, boiled",54.99,1.6,0,0.19,2.39,3.02,32.69,0,0.04,10.3,70.53,48.68,304.43,23.1,1.26,0.03,0,0.5,35.71,0.4706,0.186,0,1.493,0.0517,12.2,0.942,Healthy
"Hemp seeds, sliced, raw",647.38,3.73,0,53.62,11.84,21.16,2.64,0,4.14,20.04,1.86,239.22,561.46,345.66,6.38,8.41,20.49,4.86,647.37,0.002,0.5833,0,26.298,0.0017,54.13,6.837,Healthy
"Okra, sliced, grilled",56.02,1.93,0,0.46,1.25,1.23,49.28,0,0.11,11.74,74.67,47.7,289.5,21.33,1.18,0.08,0.05,0.44,25.96,0.23,0.2756,0,1.578,0.0371,7.76,0.662,Healthy
"Ricotta part-skim, cultured, room temperature",67.58,2.14,0.2,1.06,0,11.16,32.18,5.39,0.48,3.35,0.87,160.63,170.7,10.84,0.07,0.07,0.17,0.93,116.57,0.0131,0.0795,0.000525,0.1,0.0006,13.47,0.171,Healthy
"Honeydew, diced, ripe",45.59,7.88,0,0.19,1.91,0.76,3.36,0,0.02,10.21,25.97,14.14,199.97,17.05,0.2,0,0.01,0.1,26.64,0.0124,0.0571,0,1.151,0.0044,7.41,0.796,Healthy
"Chicken nuggets, regular, with mayo",304.89,3.1,1.85,12.81,1.24,14.71,602.67,46.39,5.38,32.69,2.6,43.85,216.99,16.86,2.7,1.24,4.84,2.2,243.74,0.0411,0.1864,0.00043,1.025,0.0016,31.87,5.037,Unhealthy
"Cinnamon roll, jumbo, with glaze",448.92,23.58,20.28,25.28,0.92,4.33,257.16,82.66,8.74,51.02,0.86,64.77,140.54,12.15,2.52,1.31,9.45,0.9,83.79,0.028,0.0771,0.00028,2.601,0.0138,31.98,2.688,Unhealthy
"Cranberry, raw, ripe",77.61,13.17,0,0.29,2.15,0.85,2.11,0,0.02,17.9,17.55,11.65,267.27,14.99,0.13,0.03,0.02,0.1,10.76,0.014,0.0272,0,1.114,0.0054,5.33,0.263,Healthy
"Soda cream concentrate, extra sweet, sweetened",268.17,46.61,43.98,1.69,0,0.38,48.93,0,0.21,62.86,0.86,1.21,15.19,7.33,0.23,0.05,0.29,0.07,18.45,0.0005,0.0068,0,0.092,0.0005,4.46,0.493,Unhealthy
"Sorghum, dry, toasted",170.68,0.35,0,4.84,3.25,11.12,2.49,0,0.85,20.66,0.27,15.22,258.99,66.58,3.48,0.67,1.52,2.74,254.84,0.0007,0.2225,0,1.089,0.0038,15.76,2.986,Healthy
"Kidney beans, split, cooked",130.49,0.86,0,0.69,13.76,15.37,4.37,0,0.1,15.7,2.2,73.78,377.13,32.77,5.24,0.17,0.16,2.12,152.59,0.0008,0.2709,0,0.148,0.0071,48.22,2.504,Healthy
"Radicchio, diced, boiled",19.89,0.89,0,0.21,1.57,2.04,57.91,0,0.03,2.46,64.38,131.61,536.49,27.07,0.82,0.02,0.03,0.43,54.24,0.6582,0.0751,0,2.217,0.8435,22.24,0.722,Healthy
"Kielbasa, stick, heat and serve",363.54,1.42,0.4,30.3,0,16.64,1161.42,65.89,12.6,6.07,3.56,6.53,260.41,21.25,0.58,1.86,9.95,3.07,118.48,0.0021,0.1664,0.000518,0.231,0.0009,44.19,4.887,Unhealthy
"Cheese puffs, regular, BBQ coated",610.63,4.28,1.82,35.99,3.12,6.81,606.22,0.97,11.56,64.87,10.4,29.24,442.62,24.92,1.73,2.22,12.04,0.97,102.37,0.007,0.2216,0,3.404,0.0027,12.95,3.151,Unhealthy
"Caramel candy, bite size, fruit flavored",486.14,64.19,56.12,16.86,0.97,1.12,76.48,8.18,5.28,82.48,0.93,87.1,176.93,39.27,1.46,1.02,3.34,0.77,82.93,0.0025,0.0973,0.000165,1.444,0.0046,5.75,0.898,Unhealthy
"Trail mix candy coated, multi-pack, sweetened",371.64,29.97,25.71,7.56,1.03,3.12,417.77,2.16,3.07,72.78,6.2,65.28,173.66,39.95,6.54,0.4,2.25,1.94,138.22,0.1251,0.6517,0.00231,4.18,0.0023,17.67,14.773,Unhealthy
"Cranberry, with skin, frozen unsweetened",49.08,7.09,0,0.8,1.93,1.45,1.31,0,0.07,9.02,14.5,31.61,324.04,13.81,0.19,0.08,0.03,0.26,10.61,0.0023,0.0449,0,0.471,0.0084,10.43,0.545,Healthy
"Pie crust filled, double layered, with glaze",512.41,25.03,22.27,24.69,1.05,3.29,327.04,71.82,7.48,69.26,0.8,33.7,64.51,19.04,2.22,2.18,6.97,0.33,59.63,0.0459,0.0552,0.000274,0.589,0.0137,32.21,2.456,Unhealthy
"Hush puppies, battered, pan fried",319.72,2.74,1.3,17.8,1.73,11.57,411.29,35.32,3.75,28.31,3.54,13.36,243.5,34.93,0.8,1.27,5.94,1.17,64.59,0.0034,0.1521,0.000405,2.81,0.0103,11.92,1.778,Unhealthy
"Burger double patty, double, deep fried",253.22,2.91,2.33,14.82,0.78,14.72,704.3,37.87,4.15,15.24,3.48,188,113.33,23.93,1.41,0.71,4.14,2.64,171.42,0.045,0.163,0.000612,0.67,0.007,49.27,4.279,Unhealthy
"Burrito bean cheese, double, breaded",332.59,6.06,3.25,13.31,0.96,18.63,798.83,31.08,4.83,34.57,0.95,183.07,294.63,11.08,2.23,1.24,3.29,2.78,173.03,0.0484,0.1953,0.00183,1.22,0.0042,36.97,4.515,Unhealthy
"Chips sweet potato fried, thick cut, salted",447.31,3.18,1.49,24.47,2.43,5.63,779.07,2.41,5.48,51.14,13.25,24.73,427.72,19.49,0.73,1.64,6.95,0.65,111.14,0.0078,0.1316,0,2.374,0.007,21.45,3.511,Unhealthy
"Chips veggie fried, crunchy, seasoned",567.29,2.79,0.16,37.81,4.39,6.34,619.9,7.92,7.89,50.41,11.47,42.18,270.46,15.16,0.96,4.7,11.63,0.68,192.65,0.0024,0.3151,0,3.206,0.0068,29.95,3.399,Unhealthy
"Pomegranate, raw, frozen unsweetened",42.49,5.39,0,0.53,3.1,0.52,3.84,0,0.08,8.91,56.88,16.22,161.92,14.78,0.24,0.02,0.05,0.1,29.13,0.0291,0.0704,0,0.85,0.0019,9.02,0.602,Healthy
"Cheese dip, pourable, flavored",337.73,18.05,12.85,20.09,1.95,3.18,1109.8,32.78,6.11,36.05,3.87,12.39,104.43,6.85,0.61,1.94,6.82,0.32,43.36,0.0093,0.0406,6.30E-05,1.787,0.0413,10.83,0.898,Unhealthy
"Kefir low fat, cultured, low fat",71.76,2.75,0.22,1.56,0,10.42,90.77,7,0.65,4.01,0.23,166.52,123.1,13.29,0.01,0.03,0.43,0.69,150.73,0.0652,0.0709,0.000946,0.044,0.0006,19.39,0.156,Healthy
"Corned beef canned, stick, ready to eat",316.15,0.23,0.1,26.75,0,17.4,1137.27,96.5,10.5,1.45,3.35,25.78,155.58,18.04,1.81,1.53,8.96,1.33,168.49,0.0084,0.2812,0.00123,0.207,0.0023,37.75,5.833,Unhealthy
"Sorghum, whole grain, steamed",163.99,2.21,0,1.99,4.76,4.66,7.94,0,0.46,31.86,0.4,12.01,162.12,90.63,3.69,0.3,0.5,1.28,299.87,0.0007,0.1846,0,0.327,0.004,20.99,6.774,Healthy
"Soybeans, split, stewed",159.79,1.81,0,0.87,13.29,21.46,8.77,0,0.16,16.53,1.91,27.52,512.61,75.15,4.97,0.14,0.17,2.5,165.2,0.0045,0.1466,0,0.488,0.0066,26.47,0.749,Healthy
"Trail mix candy coated, value pack, marshmallow topped",408.12,29.02,25.01,7.48,4.6,6.23,358.73,3.42,2.63,78.97,14.21,26.86,183.34,20.35,8.64,0.24,2.59,1.77,67.98,0.3745,0.93,0.002388,2.911,0.0015,13.73,12.326,Unhealthy
"Jerky beef sweetened, links, nitrate cured",197.44,0.36,0.09,15.04,0,14.4,885.84,106.26,6.39,1.12,3.8,36.65,265.32,16.27,0.82,0.47,6.68,1.45,193.82,0.0088,0.1088,0.002477,0.261,0.0039,37.85,2.341,Unhealthy
"Mayonnaise, chunky, flavored",445.84,5.58,5.03,44.04,1.21,3.54,1154.25,24.27,14.13,8.83,4.6,24.23,143.89,8.69,0.52,3.9,15.24,0.17,35.47,0.0027,0.0491,6.90E-05,9.463,0.0144,15.36,0.608,Unhealthy
"Rutabaga, sliced, roasted",35.7,1.79,0,0.1,3.45,1.71,14.87,0,0.01,6.99,36.13,21.97,202.95,22.04,0.7,0.01,0,0.38,51.37,0.4373,0.2355,0,1.79,0.0498,19.5,0.866,Healthy
"Croissant butter, mini, with frosting",467.89,30.43,29.53,27.01,1.85,6.15,286.75,33.94,7.82,50.05,0.39,57.39,148.24,6.48,2.77,1.39,9.59,0.69,69.01,0.0248,0.0281,0.000148,0.927,0.0118,32.81,2.507,Unhealthy
"Black-eyed peas, mature, pressure cooked",173.36,1.13,0,1.28,9.93,21.88,11.11,0,0.21,18.58,1.72,71.15,439.71,71.94,6.36,0.13,0.18,1.54,214.39,0.0024,0.1112,0,0.989,0.0084,32.93,0.593,Healthy
"Cornish hen, cutlet, grilled",109.21,0.32,0,1.37,0,23.41,63.14,57.35,0.32,0.81,0.03,8.17,314.82,28.74,0.63,0.18,0.35,1.46,186.32,0.0095,0.5413,0.000851,0.268,0.0014,66.43,5.825,Healthy
"Turkey bacon processed, ring, nitrate cured",244.21,0.06,0.05,22.01,0,11.03,968.01,102.8,7.19,0.5,0.44,7.77,216.92,10.98,1.88,1.19,7.8,1.26,129.62,0.005,0.2513,0.001056,0.14,0.0032,66.19,2.094,Unhealthy
"Ice cream sandwich, dipped, with caramel ribbon",325.05,24.88,20.89,17.65,1.89,2.13,72,52.61,11.39,39.42,1.26,111.34,182.53,24.88,0.12,0.85,4.09,0.81,111,0.1179,0.069,0.000339,0.216,0.0013,16.9,0.124,Unhealthy
"Sunflower seeds, hulled, raw",526.96,0.77,0,45.08,6.96,19.93,3.3,0,4.71,10.38,0.26,216.99,784.49,398.13,7.27,8.68,14.18,2.93,449.22,0.0016,0.4043,0,24.369,0.0045,32.24,7.482,Healthy
"Fried pickles, battered, fried in vegetable oil",341.04,0.19,0.06,19.16,2.52,10.3,333.05,55.55,4.87,31.85,8.63,17.38,291.78,24.39,0.77,2.64,7.49,1.18,54.76,0.0019,0.1688,0.000169,2.04,0.0151,13.88,2.682,Unhealthy
"Salmon pink, rings, poached",219.07,0.2,0,12.63,0,25.54,96.15,75.68,2.46,0.81,2.13,48.29,425.18,39.67,1.33,1.53,3.38,0.47,336.26,0.0219,0.5127,0.005847,0.638,0.0001,74.52,6.85,Healthy
"Gyro, loaded, breaded",333.5,3.54,2.07,23.98,1.74,13.27,555.42,63.93,8.8,16.15,2.82,197.14,228.3,20.04,2.36,1.96,5.2,1.8,101.96,0.0275,0.1302,0.000984,1.284,0.0084,26.35,4.229,Unhealthy
"Kidney beans, split, simmered",112.52,1.01,0,0.64,13.38,8.02,2.21,0,0.11,18.67,2.81,66.54,444.83,30.64,6.97,0.16,0.15,1.54,288.62,0.0011,0.285,0,0.635,0.0068,36.98,0.99,Healthy
"Navy beans, whole, pressure cooked",178.85,1.64,0,1.77,10.48,24.96,3.98,0,0.3,15.77,4.65,37.7,258.94,32.37,4.85,0.32,0.23,1.71,207.65,0.0018,0.3639,0,0.398,0.0038,48.5,1.654,Healthy
"Thousand island dressing, pourable, sweetened",449.79,8.81,6.29,42.59,2.22,1.41,730.6,39.47,14.82,15.21,0.75,21.05,75.09,17.6,0.37,5.86,12.29,0.43,54.94,0.0088,0.0362,1.40E-05,9.596,0.097,12.19,0.441,Unhealthy
"Whipped topping, creamy, full fat",260.45,1.82,1.32,25.13,2.34,1.29,560.45,15.93,7.16,7.28,4.55,24.82,117.75,12.68,0.66,2.73,9.21,0.18,92.9,0.0088,0.0082,7.10E-05,8.001,0.0889,19.58,0.566,Unhealthy
"Eclair, topped, with chocolate drizzle",483.36,30.68,30,28.96,1.25,3.18,274.63,35.66,8.86,52.5,0.34,21.34,131.82,21.92,2.27,2.21,6.88,0.75,147.09,0.0398,0.046,2.00E-05,1.084,0.0061,20.94,2.107,Unhealthy
"Watermelon, halved, ripe",45.33,7.15,0,0.13,3.12,0.77,1.55,0,0.01,10.27,15.63,11.91,287.2,5.17,0.38,0.01,0.01,0.18,23.96,0.0482,0.1416,0,0.498,0.0086,4.68,0.748,Healthy
"Quark, thick, reduced fat",36.46,3.58,0.11,0.62,0,3.06,88.1,14.21,0.3,4.66,1.97,153.17,159.87,10.8,0.03,0.03,0.15,0.9,92.14,0.0444,0.0226,0.000587,0.089,0.0009,12.41,0.128,Healthy
"Quinoa, flaked, toasted",187.9,0.58,0,4.78,7.9,9.57,7.79,0,1.11,26.65,0.82,42.84,270.48,105.29,3.17,0.42,1,2.28,338.68,0.0005,0.3299,0,0.316,0.0017,21.33,6.18,Healthy
"Nectarine, peeled, frozen unsweetened",55.82,7.2,0,0.14,3.4,1.45,2.51,0,0.01,12.19,20.85,35.87,193.31,7.91,0.18,0.01,0.01,0.19,14.11,0.0596,0.0961,0,0.245,0.0017,4.56,0.38,Healthy
"Buttermilk low fat, creamy, low fat",39.05,2.89,0.03,1.05,0,4.1,75.35,13.77,0.51,3.3,1.04,198.95,182.75,9.06,0.05,0.04,0.19,0.44,98.8,0.0506,0.0714,0.000488,0.022,0.0004,11.14,0.122,Healthy
"Chicken sandwich fried, large, battered",356.17,6.47,3.48,17.93,1.36,19.95,848.6,40.33,8.11,28.75,1.21,171.57,146.28,25.78,1.1,0.64,5.81,2.98,169.09,0.0186,0.1186,0.000862,1.639,0.0036,27.7,3.673,Unhealthy
"Pizza pepperoni, loaded, fried",269.98,5.18,4.11,14.46,1.07,15.71,947.36,47.25,3.75,19.25,2.79,100.91,260.82,27.25,2.41,0.69,3.41,1.08,134.42,0.0312,0.1731,0.001318,1.653,0.0097,39.9,4.696,Unhealthy
"Scallops, meat only, seared",78.76,0.09,0,1.16,0,16.55,68.46,58.38,0.14,0.53,1.87,31.54,471.45,37.76,1.12,0.16,0.38,1.44,197.98,0.0114,0.3837,0.008725,1.169,0.0006,76.39,6.763,Healthy
"Kamut, cooked, toasted",208.47,1.4,0,2.83,2.95,7.43,3.69,0,0.68,38.32,0.43,37.48,266.34,110.72,1.96,0.26,0.85,2.7,304.75,0.0013,0.1714,0,0.444,0.004,19.22,1.985,Healthy
"Papaya, peeled, frozen unsweetened",87.42,15.17,0,0.74,1.44,0.38,2.87,0,0.07,19.81,82.78,22.13,309.68,8.07,0.38,0.06,0.05,0.27,21.2,0.0496,0.0647,0,0.807,0.0018,9.24,0.644,Healthy
"Tempeh, block, pan-fried in olive oil",141.72,0.55,0,10.44,1.39,8.27,60.87,180.88,2.03,3.67,0.32,100.27,218.42,17.42,1.69,1.62,2.53,1.78,191.83,0.0506,0.081,0.000615,0.452,0.0004,86.78,1.706,Healthy
"Croissant butter, large, with chocolate drizzle",488.79,22.46,21.16,28.07,1.72,5.36,227.87,44.75,12.9,53.68,0.93,46.36,83.1,17.98,2.18,2.17,6.61,0.72,86.23,0.0349,0.0262,0.000154,0.845,0.0088,17.1,2.5,Unhealthy
"Cranberry, cubed, canned in juice",75.86,12.39,0,0.5,4.43,1.02,3.16,0,0.07,16.82,37.23,16.97,191.87,6.96,0.3,0.06,0.02,0.26,20.9,0.0504,0.0784,0,1.488,0.0067,11.95,0.243,Healthy
"Brown rice, cracked, soaked",208.64,2.01,0,3.68,3.72,8.25,2.41,0,0.92,35.63,0.88,17.2,146.85,50.68,3.21,0.45,0.82,1.59,230.56,0.0002,0.4754,0,0.194,0.0027,22.85,3.348,Healthy
"Lentils green, mature, pressure cooked",142.27,2.44,0,2.59,7.88,8.27,12.05,0,0.36,21.47,0.53,30.95,587.19,50.06,4.58,0.52,0.3,1.95,223.02,0.0002,0.1597,0,0.694,0.0034,47.16,0.751,Healthy
"Cereal cookie flavored, regular, marshmallow topped",415.56,37.55,33.2,6.08,3.14,5.36,260.45,4.73,2.97,84.85,10.93,74.97,149.54,10.19,9.4,0.13,1.04,1.02,173.82,0.1816,0.4647,0.003524,1.881,0.0089,5.82,5.393,Unhealthy
"Arugula, minced, braised",30.27,0.88,0,0.59,2.33,3.03,24.04,0,0.07,3.21,117.3,195.4,306.96,64.88,1.18,0.16,0.04,0.78,63.2,0.1574,0.1538,0,1.839,0.7792,17.23,0.897,Healthy
"Peach, halved, dried unsweetened",94.16,12.2,0,0.72,1.87,1.29,0.23,0,0.04,20.63,57.89,28.49,113.86,14.21,0.19,0.09,0.05,0.21,10.41,0.0552,0.0364,0,0.701,0.008,3.62,0.322,Healthy
"Kamut, whole grain, boiled",194.77,0.48,0,3.37,9.61,12.79,2.98,0,0.81,28.32,0.54,14.96,260.57,111.48,3.03,0.21,1.04,1.33,321.75,0.0004,0.2048,0,0.241,0.0019,29.88,2.608,Healthy
"Farro, whole grain, soaked",181.06,1.15,0,3.02,6.75,12.16,7.26,0,0.38,26.31,0.32,20.23,285.35,112.91,2.68,0.59,0.76,1.94,245.53,0,0.1632,0,0.313,0.0031,15.65,3.162,Healthy
"Sausage pork, ground, smoked",240.91,0.73,0.15,16.43,0,19.68,709.48,119.29,6.37,3.58,5.68,49.09,156.76,15.05,1.21,1.18,5.3,1.9,230.69,0.0086,0.2284,0.00076,0.457,0.0016,32.32,2.444,Unhealthy
"Fried fish fillet, regular, pan fried",379.62,0.17,0.04,22.86,2.02,9.75,695.48,21.79,4.81,33.72,5.44,10.92,317.26,32.88,0.94,2.75,8.27,0.94,100.4,0.0053,0.2852,0.000764,2.852,0.0151,13.15,2.752,Unhealthy
"Chimichanga, supreme, breaded",351.06,4.44,2.96,22.14,1.65,12.97,928.85,66.14,8.88,24.98,1.45,87.15,116.72,13.6,1.32,1.65,4.6,2.25,166.77,0.0248,0.1764,0.000464,0.668,0.0086,44.93,5.708,Unhealthy
"Collard greens, torn, steamed",37.08,1.61,0,0.4,3.82,1.67,33.79,0,0.06,6.7,74.74,33.89,237.71,48.16,1.58,0.07,0.04,0.34,23.38,0.2276,0.2312,0,1.858,0.478,14.48,0.397,Healthy
"Gelato, hard packed, waffle cone",226.75,20.76,16.97,11.79,0.51,3.88,73.37,78.06,6.08,26.28,0.03,132.62,122.92,21.25,0.26,0.45,2.37,0.89,122.9,0.1392,0.0852,0.000258,0.155,0.0006,22.33,0.158,Unhealthy
"Mache, shredded, raw",22.27,0.53,0,0.27,2.32,2.11,30.41,0,0.05,2.85,22.3,226.04,475.83,32.51,1.15,0.07,0.03,0.8,54.05,0.465,0.2302,0,2.303,0.7527,20,0.872,Healthy
"Fish sticks breaded, extra cheese, battered",270.29,7.73,6.5,10.05,1.69,10.7,861.79,76.39,4.37,34.26,2.94,78.95,281.4,25.4,2.5,0.89,3.99,2.77,153.48,0.0292,0.13,0.000979,1.234,0.0074,32.86,4.992,Unhealthy
"Sweet tea concentrate, frozen, fortified",261.26,55.31,50.83,0.06,0,1.73,19.4,0,0.03,63.45,4.87,16.18,30.75,8.05,0.24,0.01,0.01,0.07,5.69,0.0007,0.02,0,0.063,0,4.95,0.5,Unhealthy
"Macadamia, ground, oil roasted",537.23,1.75,0,43.71,7.26,22.43,3.4,0,5.26,13.53,0.67,135.12,623.82,235.9,2.12,5.89,10.63,5.52,443.04,0.0008,0.119,0,6.601,0.0001,41.43,5.679,Healthy
"Anchovies, tail, baked",111.87,0.38,0,1.31,0,24.16,109.11,74.66,0.09,0.86,0.01,11.43,495.07,21.9,0.55,0.3,0.27,1.63,242.44,0.0377,0.2617,0.009096,1.296,0.0018,43.64,11.582,Healthy
"Turkey breast, cubed, baked",150.96,0.01,0,6.36,0,22.77,49.95,63.07,1.47,0.66,0.47,7.43,220.96,25.24,1.09,0.86,1.84,1.03,175.44,0.0055,0.6581,0.00053,0.432,0.0038,55.29,13.437,Healthy
"Peanut brittle, wrapped, milk chocolate",649.66,61.32,51.38,31.42,2.31,3.98,154.39,1.66,16.08,87.74,0.19,75.51,56.47,19.72,0.99,0.96,9.62,0.89,121.81,0.006,0.0546,0.000164,0.024,0.0039,13.07,0.528,Unhealthy
"Celery, chopped, baked",51.56,3.06,0,0.2,3.18,2.27,24.35,0,0.04,10.17,77.44,11.82,257.82,20.45,0.62,0.03,0,0.21,52.94,0.1584,0.2932,0,0.183,0.0342,24.83,0.613,Healthy
"Cereal chocolate puffs, king size, sweetened",482.06,29.55,27.49,13.3,1.2,7.73,319.12,4.82,3.48,82.86,14.34,54.95,183.93,12.87,3.21,0.5,3.78,1.53,85.08,0.342,0.9439,0.004207,0.97,0.0079,10.24,13.801,Unhealthy
"Rutabaga, halved, steamed",47.95,3,0,0.39,3.31,2.03,32.81,0,0.05,9.08,43.55,29.05,368.21,10.58,0.41,0.06,0.02,0.15,43.5,0.0657,0.1016,0,1.099,0.1369,11.26,0.929,Healthy
"Caramel sauce, chunky, homestyle",509.64,5.12,4.09,50.64,0.09,4.33,925.9,49.17,14.1,9.14,4.29,51.34,187.19,18.67,0.98,5.7,14.48,0.18,99.43,0.0041,0.0941,4.60E-05,4.94,0.0609,5.46,0.611,Unhealthy
"Sausage pork, chunk, ready to eat",365.51,1.86,0.01,31.15,0,15.85,1111.04,79.45,12.37,5.44,1.13,29.41,309.43,22.35,1.71,1.8,13.74,1.58,155.5,0.0026,0.179,0.000517,0.149,0.0008,36.37,3.954,Unhealthy
"Broccoli, fresh, sauteed",47.14,4.14,0,0.38,1.02,1.6,14.88,0,0.04,9.33,9.84,14.26,274.22,17.8,0.38,0.04,0.05,0.5,30.56,0.0805,0.2938,0,1.216,0.0448,9.75,1.211,Healthy
"Pretzels filled, crunchy, flavored",407.7,1.71,0.28,21.14,1.79,5.02,783.63,3.19,3.73,49.34,1.19,11.31,248.24,18.51,1.48,1.33,5.46,0.53,97.87,0.0053,0.2827,0,4.07,0.0098,16.07,4.69,Unhealthy
"Chips sour cream and onion, extra crispy, salted",525.98,2.46,0.13,29.06,4.66,7.3,424.44,8.6,10.2,58.81,4.67,16.94,200.48,32.41,1.53,2.52,6.27,1.22,178.77,0.0057,0.1052,0,3.103,0.009,29.31,2.255,Unhealthy
"Cucumber, sliced, microwaved",62.4,4.54,0,0.44,2.58,2.82,11.4,0,0.05,11.79,70.99,47.71,151.05,19.21,0.59,0.06,0.02,0.28,50.61,0.4375,0.0593,0,1.861,0.0518,14.64,1.186,Healthy
"Ice cream vanilla, swirled, plain",263.67,21.91,18.97,12.91,0.48,3.81,66.7,33.1,7.17,33.06,0.83,123.99,155.2,19.91,0.45,0.4,3.47,0.78,140.52,0.1347,0.0977,0.000237,0.177,0.0014,28.84,0.128,Unhealthy
"Turkey ground lean, sliced, braised",137.94,0.01,0,3.98,0,25.07,56.92,73.45,1.3,0.46,0.03,5.04,216.75,25.69,1.33,0.37,1.32,1.07,203.54,0.0105,0.3153,0.000631,0.367,0.0046,89.97,7.106,Healthy
"Catfish, canned in oil drained, steamed",221.88,0.01,0,14.52,0,22.73,88.19,44.82,2.63,0.07,2.51,48.9,437.17,26.69,1.97,4.54,3.43,1.3,310.41,0.0254,0.3348,0.008531,1.429,0.0016,72.85,5.578,Healthy
"Hot dog, regular, fried",282.37,4.59,3.4,17.77,0.6,12.67,868.08,72.54,6.52,17.94,3.29,143.75,228.44,17.41,2,1.41,3.82,2.48,218.21,0.0328,0.159,0.001533,1.438,0.0043,40.77,2.849,Unhealthy
"Trail mix candy coated, multi-pack, sugar frosted",423.66,30.77,26.87,13.98,3.93,4.33,420.82,3.88,3.1,70.13,1.39,35.04,114.44,20.47,3.48,0.94,3.67,2.15,181.76,0.1608,0.9741,0.002505,3.112,0.0063,5.6,9.265,Unhealthy
"Pound cake, glazed, with sprinkles",500.4,24.3,21.99,24.24,1.59,4.3,215.42,66.42,11.12,66.26,0.58,51.19,66.2,14.24,1.98,1,8.15,0.36,114.26,0.02,0.0295,4.30E-05,1.15,0.0095,24.81,0.883,Unhealthy
"Tomato, sliced, grilled",21.31,1.14,0,0.15,2.66,1.19,25.27,0,0.03,3.8,8.23,40.56,307.47,29.98,0.53,0.02,0.01,0.25,55.2,0.0363,0.2866,0,0.684,0.0396,12.78,0.421,Healthy
"Soda cream concentrate, regular, fortified",192.75,38.57,36.82,1.59,0,1.17,24.69,0,0.34,43.44,4.78,14.16,5.4,3.56,0.2,0.11,0.35,0.1,11.4,0.0005,0.0166,0,0.021,0.0008,3.82,0.221,Unhealthy
